Clave compendio,Codigo del expediente,Número del procedimiento o contratación,Partida específica,Clave CUCoP+,Descripción CUCoP+,Descripción detallada,Unidad de medida,Cantidad solicitada,uri,scrapped_day
,E-2024-00079793,PC-2024-00000967,24601,24601-0065,PILAS (BATERIAS),"379.095.0574.00.00 BATERIAS ALCALINAS DESECHABLES TAMA?O: C, DE: 1.5 VOLTS. PRESENTACION: PAQUETE CON 6 PIEZAS. MARCAS COMPATIBLES: DURACELL / ENERGIZER / MAXELL / PANASONIC / STEREN.",PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0064,PILAS,"379.095.0582.00.00 BATERIAS ALCALINAS DESECHABLES TAMA?O: CUADRADA, DE: 9 VOLTS. PRESENTACION: PIEZA. MARCAS COMPATIBLES: DURACELL / ENERGIZER / MAXELL / PANASONIC / STEREN.",PIEZA,18,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0070,BOLSAS BALON RESPIRATORIO ELECTROCONDUCTOR,379.100.0163.01.01 BOLSA ANTIESTATICA NUMERO 2. PRESENTACION: PIEZA. NUMERO DE CATALOGO: P-1453. PARA SU USO EN EL EQUIPO: CLAVE 531 053 0349 MAQUINA DE ANESTESIA BASICA. MARCA: PLARRE. MODELO: 8095.,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0073,BOLSAS MIXTA PELABLE,379.100.1054.00.02 BOLSA COMPUESTA DE TYVEK 4057 B Y PELICULA POLIESTER/POLIETILENO TRANSPARENTE MEDIDA 250X480 MM CON INDICADOR QUIMICO STERRAD DE 4 CM LARGO X 3 MM DE ANCHO. PRESENTACION: CAJA CON 400 BOLSAS. NUMERO DE CATALOGO: 12548 O 42548. PARA USO EN EL EQUIPO: EST,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0078,BRAZALETE PARA IDENTIFICACION,379.107.0299.01.01 BRAZALETE ESTANDAR ADULTO COLOR AZUL. LIBRE DE LATEX (REQUIERE MANGUERA NEGRA) CON NUMERO DE CATALOGO: 572428 PARA SU USO EN EL EQUIPO CON CLAVE: 531.619.0403 MONITOR DE SIGNOS VITALES. MARCA: DATEX-OHMEDA. MODELO: LIGHT MONITOR. NU.,PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0078,BRAZALETE PARA IDENTIFICACION,"379.107.1321.00.01 BRAZALETE DE PRESION ARTERIAL DE ADULTOS STANDARD, RUSABLE, CON BOLSA DE INSUFLACION. PRESENTACION: PIEZA. NUMERO DE CATALOGO: MT-2991S. PARA SU USO EN EL EQUIPO MEDICO: CLAVE 531.619.0452 MONITOR TRANSOPERATORIO. MARCA: MEDICA D.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0078,BRAZALETE PARA IDENTIFICACION,379.107.1354.00.01 BRAZALETES REUSABLES TAMA?O ADULTO PARA PRESION NO INVASIVA PRESENTACION: PIEZA. NUMERO DE CATALOGO: VCBA PARA SU USO EN EL EQUIPO MEDICO: CLAVE 531.619.0452 MONITOR TRANSOPERATORIO MARCA: MEDICA D MODELO: VITA CARE 2000.,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0078,BRAZALETE PARA IDENTIFICACION,379.107.2428.00.01 BRAZALETE PARA PRESION ARTERIAL NO INVASIVA (PANI) PARA ADULTO REUSABLE. PRESENTACION: PZA. NUMERO DE CATALOGO: ZA-14022. PARA SU USO EN EL EQUIPO MEDICO: CLAVE 531.619.0403MONITOR DE SIGNOS VITALES. MARCA: WALTVICK. MODELO:,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0078,BRAZALETE PARA IDENTIFICACION,"379.107.2873.00.01 BRAZALETE (MANGUITO) PARA PANI, ADULTO, GRANDE, REUSABLE, CON MANGUERA DOBLE DE INSUFLACION Y CONECTORES.PRESENTACION: 1 PIEZA. NUMERO DE CATALOGO: 2753. PARA SU USO EN EL EQUIPO: CENTRAL DE MONITOREO MULTIPLES CAMAS. SEIS CAMAS,",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0078,BRAZALETE PARA IDENTIFICACION,"379.107.2980.00.01 BRAZALETE PARA PANI PEDIATRICO REUSABLE, 1 VIA PRESENTACION: PIEZA. NUMERO DE CATALOGO: 0010-30-12158. PARA SU USO EN EL EQUIPO: MONITOR DE SIGNOS VITALES. CLAVE: 531.619.0403. MARCA: MEDICA D. MODELO: LOGICARE 2000.",PIEZA,6,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0078,BRAZALETE PARA IDENTIFICACION,379.156.1438.01.01 CABLE ADAPTADOR PARA TRANSMISION NEUROMUSCULAR CON NUMERO DE CATALOGO: 888414. PARA SU USO EN EL EQUIPO CON CLAVE 531.619.0452 MONITOR TRANSOPERATORIO. MARCA: DATEX-OHMEDA. MODELO: AS/3 AM.,PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.1859.00.02 CABLE TRONCAL PARA TRANSDUCTOR INVBP. CON NUMERO DE CATALOGO: MAC-17 PARA SU USO EN EL EQUIPO CON CLAVE: 531.053.0356 ANESTESIA DE ALTA ESPECIALIDAD, UNIDAD DE. MARCA: DATEX-OHMEDA. MODELO: ADU.",PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.3780.00.01 CABLE PARA ECG DE 3 DERIVADAS LARGO, REUSABLE. PRESENTACION: PIEZA. NUMERO DE CATALOGO: MT-3451S. PARA SU USO EN EL EQUIPO MEDICO: CLAVE 531.619.0452 MONITOR TRANSOPERATORIO. MARCA: MEDICA D. MODELO: VITA CARE.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.3798.00.01 CABLE PARA ECG DE 5 DERIVADAS LARGO, REUSABLE. PRESENTACION: PIEZA. NUMERO DE CATALOGO: VCE5T. PARA SU USO EN EL EQUIPO MEDICO: CLAVE 531.619.0452 MONITOR TRANSOPERATORIO. MARCA: MEDICA D. MODELO: VITA CARE 2000.",PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,379.156.3806.00.01 CABLE PARA OXIMETRO ADULTO PARA MONITOR. PRESENTACION: PIEZA. NUMERO DE CATALOGO: VCDRA. PARA SU USO EN EL EQUIPO MEDICO: CLAVE 531.619.0452 MONITOR TRANSOPERATORIO. MARCA: MEDICA D. MODELO: VITA CARE.,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.4283.00.01 CABLE PACIENTE PARA ECG, MONOLEAD 5, DOS ESPIGAS, EXTREMIDAD, CODIGO; IEC1. COMPATIBLE CON EL ADAPTADOR MULTIPARAMETRO MULTIMED 3/5/6/12. PRESENTACION: PIEZA. NUMERO DE CATALOGO: MS16161. PARA SU USO EN EQUIPO MEDICO: CLAVE:",PIEZA,7,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,379.156.5066.00.01 JUEGO DE 5 LATIGUILLOS BLINDADOS PARA ELECTROCARDIOGRAFIA IEC CON PINZA. REQUIERE CABLE TRONCAL. PRESENTACION: JUEGO. NUMERO DE CATALOGO: M1971A. PARA SU USO EN EL EQUIPO MEDICO: CLAVE 531.632.0554 CENTRAL DE MONITOREO PARA,PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0586,LATIGUILLOS,"379.156.6593.00.01 CABLE DE EXTENSION, PARA LA CONEXION DE SENSORES DE SPO2 DRAGER/NELLCOR CON MULTMED PLUS Y MULTIMED PLUS OR 1,2 M. PRESENTACION: PIEZA. NUMERO DE CATALOGO: MS18683. PARA USO EN EL EQUIPO MEDICO: MONITOR DE SIGNOS VITALES.",PIEZA,5,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.6833.00.01 MULTIMED PLUS OR, CON FILTRO ESU PARA USO EN QUIROFANO, PARA LA MONITORIZACION DE ECG DE 3, 5 O 6 PUNTAS (CONEXION DE PIN SENCILLO), TEMPERATURA Y SPO2, 2.5M. PRESENTACION: PIEZA. NUMERO DE CATALOGO: MS20094. PARA USO EN EL EQUIPO",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0607,INSUMO PARA MONITOREO DE CONSTANTES VITALES,379.156.7799.00.01 CABLE DE CONEXION DE ELECTRODOS (GRIS CLARO). PRESENTACION: PIEZA. NUMERO DE CATALOGO: P5600.003V101. PARA SU USO EN EL EQUIPO: GENERADOR TERAPEUTICO DE CORRIENTES DIADINAMICAS. CLAVE: 531.380.0913. MARCA: BTL. MODELO: BTL-4000.,PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.7815.00.01 CABLE DE PACIENTE PARA CONEXION DE ELECTRODOS DE ELECTROTERAPIA, PARA SU USO CON BTL-4000/5000. PRESENTACION: PIEZA. NUMERO DE CATALOGO: P5600.001V103. PARA SU USO EN EL EQUIPO: GENERADOR TERAPEUTICO DE CORRIENTES DIADINAMICAS.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,379.156.7963.00.01 CABLE COMPLETO PARA ECG DE 5 PUNTAS CON TERMINALES TIPO BOTON Y 2.0 MTS DE LONGITUD O MAYOR. PRESENTACION: PZA. NUMERO DE CATALOGO: ZA-14019. PARA SU USO EN EL EQUIPO MEDICO: CLAVE 531.619.0403 MONITOR DE SIGNOS VITALES. MARCA:,PIEZA,6,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.8540.00.01 CABLE DE ECG COMPLETO (CINCO LATIGUILLOS Y TRONCAL) REUSABLE. PRESENTACION: 1 PIEZA. NUMERO DE CATALOGO: 2586-5. PARA SU USO EN EL EQUIPO: CENTRAL DE MONITOREO MULTIPLES CAMAS. SEIS CAMAS, ADULTO CLAVE: 531.632.0554.03.01. MARCA:",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.8581.00.01 CABLE SENSOR SPO2 ADULTO (DEDAL) REUSABLE. PRESENTACION: 1 PIEZA. NUMERO DE CATALOGO: TS-F-D. PARA SU USO EN EL EQUIPO: CENTRAL DE MONITOREO MULTIPLES CAMAS. SEIS CAMAS, ADULTO CLAVE: 531.632.0554.03.01. MARCA: GE SISTEMAS MEDICOS",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.8607.00.01 CABLE TRONCAL DUAL DE TEMPERATURA REUSABLE. PRESENTACION: 1 PIEZA. NUMERO DE CATALOGO: 216998-01. PARA SU USO EN EL EQUIPO: CENTRAL DE MONITOREO MULTIPLES CAMAS. SEIS CAMAS, ADULTO CLAVE: 531.632.0554.03.01. MARCA: GE SISTEMAS MEDICOS",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.8623.00.01 CABLE TRONCAL PARA SENSOR DE SPO2 REUSABLE. PRESENTACION: 1 PIEZA. NUMERO DE CATALOGO: TS-G3. PARA SU USO EN EL EQUIPO: CENTRAL DE MONITOREO MULTIPLES CAMAS. SEIS CAMAS, ADULTO CLAVE: 531.632.0554.03.01. MARCA: GE SISTEMAS MEDICOS",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,379.156.8797.00.01 CABLE DE ECG DE 3 PUNTAS PRESENTACION: PIEZA. NUMERO DE CATALOGO: 0010-30-4720. PARA SU USO EN EL EQUIPO: MONITOR DE SIGNOS VITALES. CLAVE: 531.619.0403. MARCA: MEDICA D. MODELO: LOGICARE 2000.,PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,379.156.8870.00.01 CABLE DE PACIENTE 10 HILOS PRESENTACION: PIEZA. NUMERO DE CATALOGO: C08HOL.501V200. PARA SU USO EN EL EQUIPO: SISTEMA DE MONITOREO ELECTROCARDIOGRAFICO CONTINUO Y AMBULATORIO. CLAVE: 531.327.0232. MARCA: BTL.,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.9183.00.01 CABLE DE CONEXION TIPO MACHO DE ELECTRODOS PARA ELECTROTERAPIA BTL-4000 SMART/PREMIUM, PARA EL CANAL 1, GRIS CLARO. PRESENTACION: PIEZA. NUMERO DE CATALOGO: P2600.002. PARA SU USO EN EL EQUIPO: ELECTROESTIMULADOR DE ALTO",PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.9191.00.01 CABLE DE CONEXION TIPO MACHO DE ELECTRODOS PARA ELECTROTERAPIA BTL-4000 SMART/PREMIUM, PARA EL CANAL 2, GRIS OSCURO. PRESENTACION: PIEZA. NUMERO DE CATALOGO: P2600.003. PARA SU USO EN EL EQUIPO: ELECTROESTIMULADOR DE ALTO",PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.9266.00.01 CABLE INTERFAZ PARA TRANSDUCTOR DE PRESION INVASIVA TIPO EDWARDS A 7 PINES PARA SU USO CON CABLE ADAPTADOR EN ""Y"" PARA PRESION INVASIVA (5592147) PRESENTACION: PIEZA. NUMERO DE CATALOGO: 5206607. PARA SU USO EN EL EQUIPO:",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,"379.156.9274.00.01 CABLE INTERFAZ PARA TRANSDUCTOR DE PRESION INVASIVA TIPO BD/OHMEDA/ARGON A 7 PINES PARA SU USO CON CABLE ADAPTADOR EN ""Y"" PARA PRESION INVASIVA (5592147) PRESENTACION: PIEZA. NUMERO DE CATALOGO: 3375933. PARA SU USO EN EL EQUIPO:",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,24601,24601-0020,CABLES CONDUCTORES,379.159.2797.01.01 CALIBRADORES DE ACIDO MICOFENOLICO. PRESENTACION: CAJA CON 6 FRASCOS 1 CON 2.0 ML Y 5 CON 1.0 ML. NUMERO DE CATALOGO: 6R929. PARA SU USO EN EL EQUIPO: CLAVE 533 819 0738 EQUIPO AUTOMATIZADO PARA DETERMINAR MEDICAMENTOS Y DROGAS DE,PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,29601,29601-0047,CALIBRADOR,"379.160.0061.00.01 CAL SODADA GRANULAR, CON INDICADOR DE COLOR IRREVERSIBLE. PRESENTACION: CUBETA 16 KG. PARA SU USO EN EL EQUIPO: ANESTESIA BASICA, UNIDAD DE. CLAVE: 531.053.0364. MARCA: VARIOS. MODELO: VARIOS. MARCAS COMPATIBLES: GENERAL",PIEZA,23,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
,E-2024-00079793,PC-2024-00000967,25401,25401-0085,CAL SODADA CON INDICADOR,"379.171.2601.00.01 CATETER SWAN-GANZ ""CCOMBO V"" PARA EL MONITOREO CONTINUO DE PRESIONES HEMODINAMICAS, GASTO CARDIACO, SATURACION MIXTA VENOSA DE OXIGENO (SVO2) Y VOLUMEN DE FIN DE DIASTOLE (EDV). LONGITUD: 110 CM, CALIBRE: 7.5 FR",PIEZA,10,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bd6d39e1174e4711b197af21f4c3fb5f/proyecto,16/08/2024
