cod_exp,num_proc,dependencia,unidad_comp,correo,nombre_procedimiento,tipo_proc,entidad_fed,anio_ej,proc_exc,fecha_pub,claves_list,part_testigo,abastecimiento_sim,plurianual,tipo_cont,anticipo,forma_pago,plazo_garant,meses_garant,garant_cump,caracter,caso_fort ,tipo_cont_abierto,uri,scrapped_day
E-2024-00087070,LA-85-W83-926014991-I-49-2024,085W83 - INSTITUTO TECNOLÓGICO DE SONORA,926014991 DEPARTAMENTO DE ADQUISICIONES,marisol.leyva@itson.edu.mx,SUMINISTRO DE MATERIALES DE SERVICIOS GENERALES Y MANTENIMIENTO PARA EL ITSON,LICITACIÓN PÚBLICA,SONORA,2024,NO,16/08/2024 14:49,"21101,21601,22301,23201,23301,23701,24101,24201,24601,24701,24801,24901,25201,25601,25901,26101,26102,26103,27201,29101,29201,29301,29601,29801,29901",NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA,10,,SI,INTERNACIONAL ABIERTO,NO,CANTIDAD,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/fe96a0ac80c549b69834df65396fe9c9/procedimiento,27/08/2024
E-2024-00086955,LA-72-064-913085944-N-3-2024,072064 - INSTITUTO HIDALGUENSE DE EDUCACIÓN,913085944 DIRECCIÓN GENERAL DE RECURSOS MATERIALES Y SERVICIOS,alejandra.lopez@seph.gob.mx,SERVICIO DE CONGRESOS Y CONVENCIONES,LICITACIÓN PÚBLICA,HIDALGO,2024,NO,15/08/2024 16:46,38301,NO,NO,NO,SERVICIOS,NO,"EL PAGO TOTAL SE EFECTUARÁ A LOS 20 DÍAS NATURALES CONTADOS A PARTIR DE LA ENTREGA DE LA FACTURA RESPECTIVA, PREVIA ENTREGA DE LA PRESTACIÓN DEL SERVICIO EN LOS TÉRMINOS DEL CONTRATO Y A SATISFACCIÓN DE INSTITUTO HIDALGUENSE DE EDUCACIÓN, ESTE SE REALIZARÁ A TRAVÉS DE TRANSFERENCIA ELECTRÓNICA. LOS PRECIOS PERMANECERÁN FIJOS Y NO HABRÁ ESCALATORIA ALGUNA. NO HABRÁ ANTICIPO",10,,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/71759c362f5a4be0bc0d5408260747cd/procedimiento,27/08/2024
E-2024-00076741,LA-50-GYR-050GYR069-N-131-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"050GYR069 DEPARTAMENTO DE ADQUISICIONES, BIENES Y EQUIPAMIENTO",karime.garcia@imss.gob.mx,SERVICIO DE TRASLADO DE PACIENTES CRÍTICAMENTE ENFERMOS EN AMBULANCIA,LICITACIÓN PÚBLICA,CAMPECHE,2024,NO,13/08/2024 10:14,44102,NO,NO,NO,SERVICIOS,NO,PARCIALIDADES,10,12,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/034e20ba7c0f481eaee9ec415cf6b609/procedimiento,27/08/2024
E-2024-00088763,IA-87-Y04-928003999-N-32-2024,087Y04 - SECRETARÍA DE ADMINISTRACIÓN,928003999 DIRECCIÓN GENERAL DE COMPRAS Y OPERACIONES PATRIMONIALES,baltazar.garcia@tamaulipas.gob.mx,C. 028 ADQUISICION DE VALES DE COMBUSTIBLE,INVITACIÓN A CUANDO MENOS TRES PERSONAS,TAMAULIPAS,2024,NO,27/08/2024 08:58,26101,NO,NO,NO,ADQUISICIONES,NO,EN UNA SOLA EXHIBICION,10,12,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/36726880dece4f28a1b0e7b53cfc362e/procedimiento,27/08/2024
E-2024-00087332,LA-89-Y23-930010996-N-17-2024,089Y23 - SECRETARÍA DE SALUD,930010996 DEPARTAMENTO DE ADQUISICIONES,vramon@ssaver.gob.mx,RELATIVA A LA ADQUISICIÓN DE PAPELERÍA Y ÚTILES DE OFICINA PARA LAS UNIDADES HOS,LICITACIÓN PÚBLICA,VERACRUZ,2024,NO,20/08/2024 14:00,21101,NO,SI,NO,ADQUISICIONES,NO,TRANSFERENCIA ELECTRONICA BANCARIA,10,6,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/6ac89bd3148f459f951f18ec20d78806/procedimiento,27/08/2024
E-2024-00080756,LA-07-110-007000999-T-678-2024,007000 - SECRETARIA DE LA DEFENSA NACIONAL,007000999 SUBDIRECCIÓN DE ADQUISICIONES,justocastillov73@sedena.gob.mx,CONSTRUCCIÓN Y EQUIPAMIENTO DE CUARTELES GENERALES EN EL VALLE DE MÉXICO,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,22/07/2024 22:43,"21101,21601,22301,24801,25401,25501,27101,27301,27501,29101,51101,51201,51901,52201,53101,56201,56701,56902",NO,NO,NO,ADQUISICIONES,NO,TRASFERENCIA BANCARIA,10,12,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/a78f490e94744596ab258474905df696/procedimiento,27/08/2024
E-2024-00086818,LA-74-089-915108993-N-7-2024,074089 - UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO,915108993 DIRECCIÓN DE RECURSOS MATERIALES,ijmejiag@uaemex.mx,PAPELERÍA Y ARTÍCULOS DE ESCRITORIO Y SERVICIO DE IMPRESIÓN DE DOCUMENTO OFICIAL,LICITACIÓN PÚBLICA,MÉXICO,2024,NO,22/08/2024 11:52,"21101,33603",NO,NO,NO,ADQUISICIONES,NO,"EL DENTRO DE LOS 20 DÍAS HÁBILES, CONTADOS A PARTIR DE LA ENTREGA Y PRESENTACIÓN DE LA FACTURA EN LA DIRECCIÓN DE RECURSOS MATERIALES DE LA UAEMÉX",10,6,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/69ceeb0fde0e453aab8cd0b106ef41f9/procedimiento,27/08/2024
E-2024-00088148,LA-78-037-919058968-N-52-2024,078037 - UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,919058968 COORDINACIÓN DE LICITACIONES Y CONCURSOS,jonatan.hernandez@uanl.mx,ADQUISICIÓN DE MOBILIARIO PARA DIVERSAS DEPENDENCIAS DE LA UANL,LICITACIÓN PÚBLICA,NUEVO LEÓN,2024,NO,22/08/2024 15:57,"21101,22301,24801,29101,29301",NO,NO,NO,ADQUISICIONES,NO,EL ESTABLECIDO EN LA CONVOCATORIA,,,NO,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/6090df44d00f45a495914b51b43592b4/procedimiento,27/08/2024
E-2024-00087297,LA-74-089-915108993-N-6-2024,074089 - UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO,915108993 DIRECCIÓN DE RECURSOS MATERIALES,bishi986@hotmail.com,51210501 ARTÍCULOS DE ASEO Y SANITARIOS,LICITACIÓN PÚBLICA,MÉXICO,2024,NO,22/08/2024 11:58,"21101,21601",NO,NO,NO,ADQUISICIONES,NO,"DENTRO DE LOS 20 DÍAS HÁBILES, CONTADOS A PARTIR DE LA ENTREGA Y PRESENTACIÓN DE LA FACTURA EN LA DIRECCIÓN DE RECURSOS MATERIALES DE LA UAEMÉX Y EXPEDICIÓN DEL CONTRA RECIBO CORRESPONDIENTE; A ENTERA SATISFACCIÓN DEL ÁREA REQUIRENTE. NO APLICARÁN INTERESES, NI SE OTORGARÁN ANTICIPOS.",10,6,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/42026a17537f4b47a09ccd15a97781c1/procedimiento,27/08/2024
E-2024-00088685,LA-78-036-919048990-N-6-2024,078036 - SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE NUEVO LEÓN,919048990 SUBDIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,oscar.gonzalez@difnl.gob.mx,CONTRATCION DEL SUMINISTRO PARA LA POSADA DIF NUEVO LEON HOSPITAL METROPOLITANO,LICITACIÓN PÚBLICA,NUEVO LEÓN,2024,NO,23/08/2024 20:39,"21101,21601,22106,27101",NO,NO,NO,ADQUISICIONES,NO,DE ACUERDO A BASES,10,,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9f78b4eef0334cd88498bf574221c4a0/procedimiento,27/08/2024
E-2024-00088764,LA-78-036-919048990-N-7-2024,078036 - SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE NUEVO LEÓN,919048990 SUBDIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,oscar.gonzalez@difnl.gob.mx,CONTRATCION DE SUMINISTROS PARA EL ALBERGUE PARA NNA ACOMAÑADOS ZUAZUA,LICITACIÓN PÚBLICA,NUEVO LEÓN,2024,NO,23/08/2024 20:28,"21101,21601,22102,25301,27101",NO,NO,NO,ADQUISICIONES,NO,DE ACUERDO A LAS BASES,10,,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/eabf0e1f792b4e4eba5a1f37f6af7693/procedimiento,27/08/2024
E-2024-00088527,LA-07-110-007000999-T-759-2024,007000 - SECRETARIA DE LA DEFENSA NACIONAL,007000999 SUBDIRECCIÓN DE ADQUISICIONES,justocastillov73@sedena.gob.mx,CONSTRUCCIÓN DE LAS NUEVAS INSTALACIONES DE LA AGENCIA NACIONAL DE LAS ADUANAS D,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,26/08/2024 23:12,"21101,22301,25401,27301,27501,51101,51301,51901,56201",NO,NO,NO,ADQUISICIONES,NO,EL PAGO SE REALIZARA POR MEDIO DE TRANSFERENCIA ELECTRONICA,10,12,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9cbd76a987104be593f2450b80d56c7f/procedimiento,27/08/2024
E-2024-00088851,LA-50-GYR-050GYR010-N-145-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR010 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,ernesto.higuera@imss.gob.mx,LA-50-GYR-050GYR010-N-145-2024 SERVICIO DE TRASLADO DE PACIENTES EN AMBULANCIA.,LICITACIÓN PÚBLICA,DURANGO,2024,NO,27/08/2024 10:38,44102,NO,NO,NO,SERVICIOS,NO,TRANSFERENCIA ELECTRÓNICA,10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b870a76c3a424a04906a22816853afe3/procedimiento,27/08/2024
E-2024-00088769,LA-78-036-919048990-N-8-2024,078036 - SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE NUEVO LEÓN,919048990 SUBDIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,oscar.gonzalez@difnl.gob.mx,CONTRATACION DE SUMINISTRO PARA EL ALBERGUE NNA NO ACOMPAÑADOS FABRILES,LICITACIÓN PÚBLICA,NUEVO LEÓN,2024,NO,23/08/2024 21:26,"21101,21601,22102,27101",NO,NO,NO,ADQUISICIONES,NO,DE ACUERDO A LAS BASES,10,,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/a20077874bd948ce89267488e77c909e/procedimiento,27/08/2024
E-2024-00088405,IA-66-023-907049991-N-2-2024,066023 - INSTITUTO DE SALUD,907049991 SUDIRECCION DE RECURSOS MATERIALES Y SERVICIOS GENERALES,edgar.morenoo.m@gmail.com,ADQUISICIÓN Y CONTRATACION DE SERVICIOS PARA EL PROYECTO CONTRA LAS ADICIONES,INVITACIÓN A CUANDO MENOS TRES PERSONAS,CHIAPAS,2024,NO,22/08/2024 18:44,"21101,33604,38301",NO,NO,NO,ADQUISICIONES,NO,"LOS PAGOS SE EFECTUARAN MEDIANTE TRANSFERENCIA ELECTRÓNICA A PARTIR DE LA ENTREGA TOTAL DE LOS BIENES Y SERVICIOS ASIGNADOS Y DE LA FACTURA ORIGINAL EN MONEDA NACIONAL DENTRO DE LOS 20 DÍAS NATURALES SIGUIENTES A LA PRESENTACIÓN DE LA FACTURA, CONFORME A LO ESTABLECIDO EN EL ARTÍCULO 51 DE LA LEY DE ADQUISICIONES, ARRENDAMIENTO Y SERVICIOS DEL SECTOR PÚBLICO.",10,,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/36f58c81b6dc424fbc3146f835eb8f63/procedimiento,27/08/2024
E-2024-00088922,LA-85-W83-926014991-I-55-2024,085W83 - INSTITUTO TECNOLÓGICO DE SONORA,926014991 DEPARTAMENTO DE ADQUISICIONES,karla.estrella@itson.edu.mx,"ADQUISICIÓN DE LICENCIAS DE SOFTWARE, ACCESORIOS Y EQUIPOS DE CÓMPUTO",LICITACIÓN PÚBLICA,SONORA,2024,NO,26/08/2024 13:47,"21101,21201,21601,24601,27201,29101,29301,29401,32701,51501",NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA,10,,SI,INTERNACIONAL ABIERTO,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/35e5a8971c244927b815278d7eb14782/procedimiento,27/08/2024
E-2024-00088021,IA-71-022-912070982-N-3-2024,071022 - SECRETARÍA DE CONTRALORÍA Y TRANSPARENCIA GUBERNAMENTAL,912070982 DELEGACIÓN ADMINISTRATIVA,erick.gm806@gmail.com,ADQUISICION DE MOBILIARIO,INVITACIÓN A CUANDO MENOS TRES PERSONAS,GUERRERO,2024,NO,23/08/2024 09:36,"21101,29101,51101,51901,56401",NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA ELECTRONICA DE FONDOS.,10,12,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/85574217e54c4c71bd98e5e75fc77435/procedimiento,28/08/2024
E-2024-00089113,IA-07-110-007000999-N-763-2024,007000 - SECRETARIA DE LA DEFENSA NACIONAL,007000999 SUBDIRECCIÓN DE ADQUISICIONES,justocastillov73@sedena.gob.mx,2/A. FASE DE REMODELACIÓN DEL ÁREA DE RADIÓLOGIA E IMAGEN DEL HOSPITAL CENTRAL M,INVITACIÓN A CUANDO MENOS TRES PERSONAS,CIUDAD DE MÉXICO,2024,NO,27/08/2024 22:18,"21101,24801,27501,51101,51201,51501,51901",NO,NO,NO,ADQUISICIONES,NO,EL PAGO SE REALIZARA POR MEDIO DE TRANSFERENCIA BANCARIA,10,12,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e519793f1c7841efa31863854b85d9a3/procedimiento,28/08/2024
E-2024-00089480,LA-73-019-914010985-N-21-2024,073019 - SECRETARÍA DE SALUD,914010985 DIRECCIÓN DE RECURSOS MATERIALES DE OPD SERVICIOS DE SALUD JALISCO,julio.jimenez@ssj.gob.mx,"ADQUISICIÓN DE PAPELERÍA, ACCESORIOS, CÓMPUTO, EQUIPO MÉDICO, UNIFORMES, LLANTAS",LICITACIÓN PÚBLICA,JALISCO,2024,NO,27/08/2024 22:25,"21101,21401,25401,26102,27101,29401,29601,33604,35501,36101,51501,53101,53201,59101",NO,NO,NO,ADQUISICIONES,NO,CONFORME AL PROCEDIMIENTO SEÑALADO EN EL NUMERAL 8.1 DESCRIPCIÓN DEL PROCEDIMIENTO DE PAGO. DE LAS BASES,10,12,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b516322ab5454b8f80ed08a0ec908c45/procedimiento,28/08/2024
E-2024-00089421,LA-78-ZI1-919044992-N-8-2024,"078ZI1 - SERVICIOS DE SALUD DE NUEVO LEON, O.P.D.",919044992 SUB-DIRECCIÓN DE RECURSOS MATERIALES,raul.martinez@saludnl.gob.mx,"LA-919044992-E8-2024 ""ADQUISICIÓN DE GASOLINA (TARJETAS ELECTRONICAS)""",LICITACIÓN PÚBLICA,NUEVO LEÓN,2024,NO,27/08/2024 18:17,26102,NO,NO,NO,ADQUISICIONES,NO,"EN PESOS MEXICANOS, A LOS 20 DÍAS NATURALES CONTADOS A PARTIR DE LA ENTREGA DE LA FACTURA EN LAS OFICINAS DE RECURSOS FINANCIEROS DE LA CONVOCANTE, DEBIDAMENTE VALIDADA.",10,,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/47c421afa1ae40879c8dde86f1df3238/procedimiento,28/08/2024
E-2024-00072356,IA-83-W21-924013994-N-7-2024,083W21 - OFICIALÍA MAYOR,924013994 OFICIALIA MAYOR,maqufo@gmail.com,COMBUSTIBLE,INVITACIÓN A CUANDO MENOS TRES PERSONAS,SAN LUIS POTOSÍ,2024,NO,27/08/2024 20:38,26102,NO,NO,NO,ADQUISICIONES,NO,"100% DENTRO DE LOS 20 (VEINTE) DÍAS NATURALES POSTERIORES A LA ENTREGA DE LA FACTURA Y DOCUMENTACIÓN COMPROBATORIA QUE AVALE LA ENTREGA DE LOS BIENES A ENTERA SATISFACCIÓN DEL ÁREA USUARIA, CONTADOS A PARTIR DE LA RECEPCIÓN DEL TRÁMITE DEBIDAMENTE REQUISITADA EN EL LUGAR DE PAGO INDICADO EN LA ORDEN DE COMPRA Y EN SU CASO HABER EFECTUADO EL INVENTARIO CORRESPONDIENTE.",10,5,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/efd369e4752f4b6397086b847ee78865/procedimiento,28/08/2024
E-2024-00088023,PC-2024-00001053,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR014 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,elnathan.landa@imss.gob.mx,,LICITACIÓN PÚBLICA,VERACRUZ,2024,NO,,"15401,21101,21501,21601,21701,21801,22301,23201,24601,24801,25501,27101,27201,27301,29101,52901,53101",NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA,10,,SI,NACIONAL,NO,CANTIDAD,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/794e9f91d2194f4ebc48c721f7030c9f/proyecto,28/08/2024
E-2024-00088332,PC-2024-00001058,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR013 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,julia.bautista@imss.gob.mx,,LICITACIÓN PÚBLICA,OAXACA,2024,NO,,"21101,21601,22301,23301,23701,23801,24101,24601,24801,25401,25501,27201,29501,29601,51101,51901,52301,53101,53201,56201,56601",NO,NO,NO,ADQUISICIONES,NO,"EL PAGO SE REALIZARÁ CONFORME A LOS BIENES ENTREGADOS A LOS 20 DÍAS NATURALES POSTERIORES A LA ENTREGA POR PARTE DE “EL PROVEEDOR” DE LA SIGUIENTE DOCUMENTACIÓN: • REPRESENTACIÓN IMPRESA DEL COMPROBANTE FISCAL DIGITAL POR INTERNET (CFDI), QUE CUMPLA CON LOS REQUISITOS ESTABLECIDOS EN EL ARTICULO 29-A DEL CÓDIGO FISCAL DE LA FEDERACIÓN, EN LA QUE SE INDIQUE: O NÚMERO DE PROVEEDOR; O NÚMERO DE CONTRATO; O NÚMERO DE ALTA DE ALMACÉN; Y, O NÚMERO DE FIANZA Y DENOMINACIÓN SOCIAL DE LA AFIANZADORA.",,,NO,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/0d8dd848d3fb47ef88133ffea1ca1b87/proyecto,28/08/2024
