cod_exp,num_proc,dependencia,unidad_comp,correo,nombre_procedimiento,tipo_proc,entidad_fed,anio_ej,proc_exc,fecha_pub,claves_list,part_testigo,abastecimiento_sim,plurianual,tipo_cont,anticipo,forma_pago,plazo_garant,meses_garant,garant_cump,caracter,caso_fort ,tipo_cont_abierto,uri,scrapped_day
E-2024-00050458,PC-2024-00000775,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR005 DEPARTAMENTO DE ADQUISICION DE BIENES Y CONTRATACION DE SERVICIOS,mariajose.talamantes@imss.gob.mx,,LICITACIÓN PÚBLICA,NAYARIT,2024,NO,,"21101,21601,24601,25401,29501,53101,53201",NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA ELECTRONICA,10,12,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,CANTIDAD,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/d3f5c1337e444259aa47737667d32f0e/proyecto,16/08/2024
E-2024-00043023,PC-2024-00000705,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR022 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO VERACRUZ SUR,jose.torresle@imss.gob.mx,,LICITACIÓN PÚBLICA,VERACRUZ,2024,NO,,37504,NO,NO,NO,SERVICIOS,NO,GENERALMENTE VÍA TRANSFERENCIA BANCARIA.,10,,SI,NACIONAL,OTRO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2cc43a090e734f9c9df54b7ab92ffaa3/proyecto,16/08/2024
E-2024-00043016,PC-2024-00000711,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR014 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,jason.diaz@imss.gob.mx,,LICITACIÓN PÚBLICA,VERACRUZ,2024,NO,,"15401,21201,22301,24101,24601,24701,25101,25401,25501,27101,27501,29201,29301,29501,29701,29801,53101,53201,56201",NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA BANCARIA,10,,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,CANTIDAD,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/475520cecadf41a7b44bc0dcd5b085be/proyecto,16/08/2024
E-2024-00040484,PC-2024-00000684,"008VSS - DICONSA, S.A. DE C.V.",008VSS011 COORDINACIÓN DE ADMINISTRACIÓN Y FINANZAS,hugord@diconsa.gob.mx,,LICITACIÓN PÚBLICA,JALISCO,2024,NO,,"26102,26103,26105,29601,35501,35701",NO,,NO,SERVICIOS,NO,SEMANAL MEDIANTE TRANSFERECIA ELECTRONICA,10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b3809656944bcb88bd37faa4e58fe3/proyecto,16/08/2024
E-2024-00031300,PC-2024-00000514,016B00 - COMISION NACIONAL DEL AGUA,"016B00013 ORGANISMO DE CUENCA AGUAS DEL VALLE DE MEXICO, DIRECCION DE ADMINISTRACION",cesar.fragoso@conagua.gob.mx,,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,,26102,NO,,NO,ADQUISICIONES,NO,DE ACUERDO A ENTREGAS PARCIALES REALIZADAS,10,12,SI,NACIONAL,NO,CANTIDAD,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/d9aa564aad084e1b9d5c792ec7bdf2d2/proyecto,16/08/2024
E-2024-00025352,PC-2024-00000438,011000 - SECRETARIA DE EDUCACION PUBLICA,011000999 DIRECCION DE ADQUISICIONES,citlaly.perez@nube.sep.gob.mx,,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,,"37101,37104,37106,44102",NO,,NO,SERVICIOS,NO,"EL PAGO SE REALIZARÁ EN UN PLAZO MÁXIMO DE 20 (VEINTE) DÍAS NATURALES SIGUIENTES, CONTADOS A PARTIR DE LA FECHA EN QUE SEA ENTREGADO Y ACEPTADO EL COMPROBANTE FISCAL DIGITAL POR INTERNET (CFDI) A “LA SEP, ÓRGANOS ADMINISTRATIVOS DESCONCENTRADOS Y ORGANISMOS DESCENTRALIZADOS”, CON LA APROBACIÓN DE LA UNIDAD EJECUTORA DEL GASTO Y/O ADMINISTRADOR DEL CONTRATO QUE SOLICITÓ EL SERVICIO.",10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/a0ca592af99c4dbda5037d245b73aed1/proyecto,16/08/2024
E-2024-00023815,PC-2024-00000417,"008VSS - DICONSA, S.A. DE C.V.",008VSS997 GERENCIA REGIÓN CENTRO NORTE,dcarrillo@diconsa.gob.mx,,LICITACIÓN PÚBLICA,ZACATECAS,2024,NO,,"26103,26105,29601,35501",NO,,NO,SERVICIOS,NO,TRANSFERENCIA BANCARIA,10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e27caa5baa4a44f092f4bb49acab67d7/proyecto,16/08/2024
E-2024-00019777,PC-2024-00000358,"008VSS - DICONSA, S.A. DE C.V.",008VSS004 SUBGERENCIA MICHOACÁN,acalderon@diconsa.gob.mx,,LICITACIÓN PÚBLICA,MICHOACÁN DE OCAMPO,2024,NO,,34101,NO,,NO,SERVICIOS,NO,TRANSFERENCIA POR SERVICIO DEVENGADO,10,9,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/a484dd6bcdad4a63b52313bd45c440ce/proyecto,16/08/2024
E-2024-00016252,PC-2024-00000303,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"050GYR041 DELEGACION TLAXCALA, COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO",denia.calderon@imss.gob.mx,,LICITACIÓN PÚBLICA,TLAXCALA,2024,NO,,"21101,21401,21501,21601,21701,22301,23701,24401,24801,25301,25401,27101,27301,51101,51301,52101,52201,52901",NO,NO,NO,ADQUISICIONES,NO,"EL PAGO SE HARÁ EN PESOS MEXICANOS, EN PAGOS PROGRESIVOS, CONFORME A LAS ENTREGAS DE ACUERDO A ENTERA SATISFACCIÓN DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL.",10,,SI,NACIONAL,NO,CANTIDAD,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/198b5b82f21b4a2bb16ca2cfb390580b/proyecto,16/08/2024
E-2024-00014742,PC-2024-00000272,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR011 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,carla.perez@imss.gob.mx,,LICITACIÓN PÚBLICA,YUCATÁN,2024,NO,,26102,NO,NO,NO,SERVICIOS,NO,TRANSFERENCIA ELECTRONICA DE FONDOS,10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26110658d3284a61aeb0cdb0e79fd150/proyecto,16/08/2024
E-2024-00012754,PC-2024-00000235,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR014 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,elnathan.landa@imss.gob.mx,,LICITACIÓN PÚBLICA,VERACRUZ,2024,NO,,"21101,21601,22301,23301,23801,24701,25401,25601,29101,51901,53101",NO,NO,NO,SERVICIOS,NO,TRANSFERENCIA,10,12,SI,NACIONAL,NO,CANTIDAD,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/187d21b91f764bd9a4bf2372dc0dacf1/proyecto,16/08/2024
E-2024-00010558,PC-2024-00000221,072R33 - UNIVERSIDAD POLITECNICA DE TULANCINGO,913060995 DEPARTAMENTO DE RECURSOS HUMANOS Y MATERIALES,eric.soto@upt.edu.mx,,LICITACIÓN PÚBLICA,HIDALGO,2024,NO,,26101,NO,NO,NO,SERVICIOS,NO,TRASFERENCIA,,,NO,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/afebcce2e4fc47c78d569d1e268c7cab/proyecto,16/08/2024
E-2024-00010963,PC-2024-00000197,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"050GYR016 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO, DELEGACION NORTE DEL DISTRITO FEDERAL",alizon.montoya@imss.gob.mx,,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,,"21101,21401,23701,24601,24701,24801,25101,25401,25501,26102,29101,29501,29701,51901,53101,53201,56201,56601",NO,NO,NO,ADQUISICIONES,NO,VARIAS EXHIBICIONES PRESENTANDO FACTURA (TRANSFERENCIA INTERBANCARIA) CONFORME A LO ESTIPULADO EN BASES,10,,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,CANTIDAD,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/d8d54dafbe3f4b0b8387327c3a5b7667/proyecto,16/08/2024
E-2024-00008938,PC-2024-00000160,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR005 DEPARTAMENTO DE ADQUISICION DE BIENES Y CONTRATACION DE SERVICIOS,mariajose.talamantes@imss.gob.mx,,LICITACIÓN PÚBLICA,NAYARIT,2024,NO,,"21101,21601,22301,23301,23701,24701,24901,25401,25501,27201,27501,29101,51901,53101,56201",NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA BANCARIA,,,NO,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/a4d20c6e3241495fa03c7ad1086733f6/proyecto,16/08/2024
E-2024-00009285,PC-2024-00000164,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR003 JEFATURA DE SERVICIOS ADMINISTRATIVOS,jose.atondo@imss.gob.mx,,LICITACIÓN PÚBLICA,BAJA CALIFORNIA,2024,NO,,"21101,21601,22301,23301,23701,25401,27301,29101,51901,53101",NO,NO,NO,ADQUISICIONES,NO,"EL PAGO SE EFECTUARÁ EN PESOS MEXICANOS, DENTRO DE LOS 20 DÍAS NATURALES POSTERIORES A LA ENTREGA POR PARTE DEL PROVEEDOR, DE LOS SIGUIENTES DOCUMENTOS: • ORIGINAL Y COPIA DE LA FACTURA QUE REÚNA LOS REQUISITOS FISCALES RESPECTIVOS, ESTABLECIDOS EN LA LEY DE LA MATERIA Y EN LA QUE SE INDIQUE LOS BIENES ENTREGADOS Y EL NÚMERO DE PEDIDO, EN SU CASO, EL NÚMERO DE LA(S) ALTA(S) MISMA QUE DEBERÁ SER ENTREGADA EN EL DEPARTAMENTO DE PRESUPUESTO, CONTABILIDAD Y EROGACIONES, SITO EN CALZADA CUAUHTÉMOC",10,,SI,NACIONAL,NO,CANTIDAD,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b91ef6e7d80143e5bdd3644d289074f0/proyecto,16/08/2024
E-2024-00004349,PC-2024-00000092,076925 - XOCHITEPEC,817028999 DIRECCIÓN GENERAL DE DESARROLLO URBANO Y OBRAS PÚBLICAS,moises.molina@xochitepec.gob.mx,,LICITACIÓN PÚBLICA,MORELOS,2024,NO,,15401,NO,NO,NO,SERVICIOS,NO,FORMA DE PAGO MENSUAL,,,NO,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/db920eefdb5448a780293f49c0fbb427/proyecto,16/08/2024
E-2024-00003391,PC-2024-00000061,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR974 DEPARTAMENTO DE CONSERVACION Y SERVICIOS GENERALES,salli.carmona@imss.gob.mx,,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,,26102,NO,NO,NO,SERVICIOS,NO,TRANSFERENCIA ELECTRONICA,10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/ecb99aada7a64a8c9ca3a2e69f188757/proyecto,16/08/2024
E-2024-00002658,PC-2024-00000055,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR014 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,elnathan.landa@imss.gob.mx,,LICITACIÓN PÚBLICA,VERACRUZ,2024,NO,,44102,NO,NO,NO,SERVICIOS,NO,TRANSFERENCIA,10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f1d25f672d054c9e8e58dcf52b51ab06/proyecto,16/08/2024
E-2024-00000704,PC-2024-00000011,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR034 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,carmen.martinezl@imss.gob.mx,,LICITACIÓN PÚBLICA,ZACATECAS,2024,NO,,44102,NO,NO,NO,SERVICIOS,NO,20 DÍAS TRANSFERENCIA ELECTRÓNICA,10,12,SI,NACIONAL,OTRO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bb3a2982e5a54b039fdf182136bca456/proyecto,16/08/2024
E-2024-00000228,PC-2024-00000002,"008VSS - DICONSA, S.A. DE C.V.",008VSS005 GERENCIA DE RECURSOS MATERIALES Y SERVICIOS GENERALES,dominguezg@diconsa.gob.mx,,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,,15401,NO,NO,NO,SERVICIOS,NO,"EL PAGO SE REALIZARÁ PREVIA ENTREGA Y ACEPTACIÓN DE LOS BIENES POR PARTE DEL ÁREA ADMINISTRADORA DEL CONTRATO Y SERÁ DENTRO DE LOS 20 DÍAS NATURALES SIGUIENTES, CONTADOS A PARTIR DE LA ENTREGA DE LA FACTURA EN LA VENTANILLA ÚNICA DE DICONSA, DE LUNES A VIERNES, EN DÍAS HÁBILES EN HORARIO DE 09:00 A 13:00 HORAS. LA FACTURA DEBERÁ CONTENER TODOS LOS DATOS Y REGISTROS REQUERIDOS POR LAS DISPOSICIONES FISCALES APLICABLES.",10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/0bc2541c992242c8907737560a872615/proyecto,16/08/2024
E-2024-00000210,PC-2024-00000001,"008VSS - DICONSA, S.A. DE C.V.",008VSS005 GERENCIA DE RECURSOS MATERIALES Y SERVICIOS GENERALES,dominguezg@diconsa.gob.mx,,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,,15401,NO,NO,NO,ADQUISICIONES,NO,"EL PAGO SE REALIZARÁ PREVIA ENTREGA Y ACEPTACIÓN DE LOS BIENES POR PARTE DEL ÁREA ADMINISTRADORA DEL CONTRATO Y SERÁ DENTRO DE LOS 20 DÍAS NATURALES SIGUIENTES, CONTADOS A PARTIR DE LA ENTREGA DE LA FACTURA EN LA VENTANILLA ÚNICA DE DICONSA, DE LUNES A VIERNES, EN DÍAS HÁBILES EN HORARIO DE 09:00 A 13:00 HORAS. LA FACTURA DEBERÁ CONTENER TODOS LOS DATOS Y REGISTROS REQUERIDOS POR LAS DISPOSICIONES FISCALES APLICABLES. NO SE OTORGARÁ ANTICIPO ALGUNO PARA LA FABRICACIÓN DE LOS BIENES.",10,,SI,NACIONAL,NO,,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cdbd481e478a4279ad71e3255f2fe1d7/proyecto,16/08/2024
E-2023-00134375,PC-2023-00002696,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR011 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,marian.cicero@imss.gob.mx,,LICITACIÓN PÚBLICA,YUCATÁN,2024,NO,,44102,NO,NO,NO,SERVICIOS,NO,"EL PAGO SE REALIZARÁ MEDIANTE TRANSFERENCIA ELECTRÓNICA DE FONDOS, A TRAVÉS DEL ESQUEMA ELECTRÓNICO INTERBANCARIO QUE EL IMSS TIENE EN OPERACIÓN",10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b2f4c5cb0cae49ed8629c159302ef17b/proyecto,16/08/2024
E-2023-00133333,PC-2023-00002673,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR057 HOSPITAL DE CARDIOLOGIA DEL CENTRO MEDICO NACIONAL SIGLO XXI,marco.lambert@imss.gob.mx,,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,,21101,NO,,NO,ADQUISICIONES,NO,TRANSFERENCIA ELECTRONICA,10,,SI,INTERNACIONAL ABIERTO,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/398c3c91e5cd40d99e29ef2b9b7793cc/proyecto,16/08/2024
E-2023-00131022,PC-2023-00002614,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR029 DEPARTAMENTO DE ADQUISICION DE BIENES Y CONTRATACION DE SERVICIOS,mario.rivasg@imss.gob.mx,,LICITACIÓN PÚBLICA,SINALOA,2024,NO,,21101,NO,NO,NO,SERVICIOS,NO,TRANSFERENCIA ELECTRONICA,10,,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/061bb04a006f4cd1a5acc45d76f669ed/proyecto,16/08/2024
E-2023-00131183,PC-2023-00002636,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR015 DEPARTAMENTO DE ADQUISICION DE BIENES Y CONTRATACION DE SERVICIOS,oliver.payro@imss.gob.mx,,LICITACIÓN PÚBLICA,TABASCO,2023,NO,,15401,NO,,NO,SERVICIOS,NO,"“EL INSTITUTO” A TRAVÉS DE LA JEFATURA DE SERVICIOS DE FINANZAS SE OBLIGARÁ A PAGAR A “EL LICITANTE” LA CANTIDAD QUE SEÑALE LA FACTURACIÓN CON I.V.A., EN PESOS MEXICANOS, A LOS 15 DÍAS NATURALES, A TRAVÉS DEL DEPARTAMENTO DE PRESUPUESTO DE CONTABILIDAD Y EROGACIONES EL PRECIO PACTADO POR EL SERVICIO POSTERIORES A LA ENTREGA POR PARTE DE “EL LICITANTE” CON LAS SIGUIENTES DOCUMENTALES: ORIGINAL Y COPIA DE LA FACTURA QUE REÚNA LOS REQUISITOS FISCALES RESPECTIVOS, EN LA QUE SE INDIQUE LOS ANTEOJOS",10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/7daba82c9e3d4c5296f27011e1c9f7e6/proyecto,16/08/2024
E-2023-00130111,PC-2023-00002607,048F00 - RADIO EDUCACION,048F00999 JEFATURA DE RECURSOS MATERIALES Y SERVICIOS GENERALES,naeramirez@cultura.gob.mx,,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2024,NO,,15401,NO,NO,NO,ADQUISICIONES,NO,ELECTRÓNICO,10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4cc7a1a2eb96482ab120a4811fb130df/proyecto,16/08/2024
E-2023-00125531,PC-2023-00002491,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR057 HOSPITAL DE CARDIOLOGIA DEL CENTRO MEDICO NACIONAL SIGLO XXI,marco.lambert@imss.gob.mx,,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2023,NO,,44102,NO,,NO,SERVICIOS,NO,TRANSFERENCIA ELECTRONICA,10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/926379765e844956a2665a5bc47ad9af/proyecto,16/08/2024
